nct_id,sponsor or collaborator,start_date
NCT04490109,AOBiome LLC,"June 4, 2020"
NCT04490109,"bioRASI, LLC","June 4, 2020"
NCT04489940,"EMD Serono Research & Development Institute, Inc.","October 12, 2020"
NCT04489940,"Merck KGaA, Darmstadt, Germany","October 12, 2020"
NCT04489940,EMD Serono,"October 12, 2020"
NCT04484857,FibroGen,"July 17, 2020"
NCT04484857,AstraZeneca,"July 17, 2020"
NCT04484142,"Daiichi Sankyo, Inc.","November 19, 2020"
NCT04484142,AstraZeneca,"November 19, 2020"
NCT04483947,AstraZeneca,"November 6, 2020"
NCT04483947,Parexel,"November 6, 2020"
NCT04483700,Gilead Sciences,December 2020
NCT04483700,Galapagos NV,December 2020
NCT04483687,Gilead Sciences,December 2020
NCT04483687,Galapagos NV,December 2020
NCT04483440,4D Molecular Therapeutics,"June 2, 2020"
NCT04483440,Roche Pharma AG,"June 2, 2020"
NCT04482309,AstraZeneca,"August 18, 2020"
NCT04482309,"Daiichi Sankyo Co., Ltd.","August 18, 2020"
NCT04479644,Brii Biosciences Limited,"July 13, 2020"
NCT04479644,TSB Therapeutics (Beijing) CO.LTD,"July 13, 2020"
NCT04479631,Brii Biosciences Limited,"July 12, 2020"
NCT04479631,TSB Therapeutics (Beijing) CO.LTD,"July 12, 2020"
NCT04478825,"Bridge Biotherapeutics, Inc.","October 30, 2020"
NCT04478825,Covance,"October 30, 2020"
NCT04478695,Amgen,"September 29, 2020"
NCT04478695,Merck Sharp & Dohme Corp.,"September 29, 2020"
NCT04478513,AstraZeneca,"July 21, 2020"
NCT04478513,Parexel,"July 21, 2020"
NCT04478448,"Genuine Research Center, Egypt","August 13, 2020"
NCT04478448,European Egyptian Pharmaceutical Industries,"August 13, 2020"
NCT04476966,"Genuine Research Center, Egypt","January 20, 2020"
NCT04476966,Multi-Apex Pharma,"January 20, 2020"
NCT04471428,Hoffmann-La Roche,"October 1, 2020"
NCT04471428,Exelixis,"October 1, 2020"
NCT04471064,Shijiazhuang Yiling Pharmaceutical Co. Ltd,"September 15, 2020"
NCT04471064,Proswell Medical Corporation,"September 15, 2020"
NCT04469686,Cristcot LLC,"July 30, 2020"
NCT04469686,Cristcot HCA LLC,"July 30, 2020"
NCT04466917,Amgen,"January 7, 2022"
NCT04466917,Parexel,"January 7, 2022"
NCT04457778,"EMD Serono Research & Development Institute, Inc.","July 10, 2020"
NCT04457778,"Merck KGaA, Darmstadt, Germany","July 10, 2020"
NCT04457778,EMD Serono,"July 10, 2020"
NCT04457076,Sebela Pharmaceuticals Inc.,December 2020
NCT04457076,PRA Health Sciences,December 2020
NCT04456673,Sanofi,"June 12, 2020"
NCT04456673,Regeneron Pharmaceuticals,"June 12, 2020"
NCT04452955,Intra-IMMUSG Pte Ltd,"December 15, 2020"
NCT04452955,Parexel,"December 15, 2020"
NCT04451811,Oppilan Pharma Ltd,"September 30, 2020"
NCT04451811,Celerion,"September 30, 2020"
NCT04450901,Y Biologics Inc.,"July 1, 2020"
NCT04450901,Novotech (Australia) Pty Limited,"July 1, 2020"
NCT04450732,"GeneQuantum Healthcare (Suzhou) Co., Ltd.","July 7, 2020"
NCT04450732,CRC Oncology,"July 7, 2020"
NCT04448964,"Janssen Research & Development, LLC","June 26, 2020"
NCT04448964,Bristol-Myers Squibb,"June 26, 2020"
NCT04448756,"EMD Serono Research & Development Institute, Inc.","July 29, 2020"
NCT04448756,"Merck KGaA, Darmstadt, Germany","July 29, 2020"
NCT04448756,EMD Serono,"July 29, 2020"
NCT04448379,Shanghai JMT-Bio Inc.,"June 29, 2020"
NCT04448379,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","June 29, 2020"
NCT04447755,Merck Sharp & Dohme Corp.,"July 30, 2020"
NCT04447755,Eisai Inc.,"July 30, 2020"
NCT04446351,GlaxoSmithKline,"June 25, 2020"
NCT04446351,"23andMe, Inc.","June 25, 2020"
NCT04446260,"Jiangsu HengRui Medicine Co., Ltd.","September 3, 2020"
NCT04446260,Atridia Pty Ltd.,"September 3, 2020"
NCT04442269,Regeneron Pharmaceuticals,"September 15, 2020"
NCT04442269,Sanofi,"September 15, 2020"
NCT04435379,Vakzine Projekt Management GmbH,"June 18, 2020"
NCT04435379,FGK Clinical Research GmbH,"June 18, 2020"
NCT04435314,Azidus Brasil,June 2020
NCT04435314,Farmoquimica S.A.,June 2020
NCT04434092,Hoffmann-La Roche,"October 8, 2020"
NCT04434092,Chugai Pharmaceutical,"October 8, 2020"
NCT04433585,Eli Lilly and Company,"August 7, 2020"
NCT04433585,Nektar Therapeutics,"August 7, 2020"
NCT04432584,Hoffmann-La Roche,"September 30, 2020"
NCT04432584,Chugai Pharmaceutical,"September 30, 2020"
NCT04432389,Bone Therapeutics S.A,"December 21, 2020"
NCT04432389,ICON plc,"December 21, 2020"
NCT04430842,"Quadriga Biosciences, Inc.",July 2020
NCT04430842,Novotech (Australia) Pty Limited,July 2020
NCT04429919,Algiax Pharmaceuticals GmbH,"June 22, 2020"
NCT04429919,FGK Clinical Research GmbH,"June 22, 2020"
NCT04428333,GlaxoSmithKline,"August 13, 2020"
NCT04428333,Merck Sharp & Dohme Corp.,"August 13, 2020"
NCT04428151,Merck Sharp & Dohme Corp.,"August 6, 2020"
NCT04428151,Eisai Inc.,"August 6, 2020"
NCT04423718,Bayer,"August 11, 2020"
NCT04423718,Regeneron Pharmaceuticals,"August 11, 2020"
NCT04418661,Sanofi,"June 16, 2020"
NCT04418661,"Revolution Medicines, Inc.","June 16, 2020"
NCT04418141,Curon Biopharmaceutical (Australia) Co Pty Ltd,"July 2, 2020"
NCT04418141,Novotech (Australia) Pty Limited,"July 2, 2020"
NCT04417894,Regeneron Pharmaceuticals,"May 4, 2021"
NCT04417894,Sanofi,"May 4, 2021"
NCT04417465,Calico Life Sciences LLC,"June 3, 2020"
NCT04417465,AbbVie,"June 3, 2020"
NCT04412863,"Vir Biotechnology, Inc.","July 3, 2020"
NCT04412863,Alnylam Pharmaceuticals,"July 3, 2020"
NCT04412616,Changchun Intellicrown Pharmaceutical Co. LTD,"November 1, 2020"
NCT04412616,Covance,"November 1, 2020"
NCT04410445,Nektar Therapeutics,"July 27, 2020"
NCT04410445,Bristol-Myers Squibb,"July 27, 2020"
NCT04410198,FibroGen,"May 27, 2020"
NCT04410198,AstraZeneca,"May 27, 2020"
NCT04409262,Hoffmann-La Roche,"June 16, 2020"
NCT04409262,Gilead Sciences,"June 16, 2020"
NCT04407091,AstraZeneca,"June 30, 2020"
NCT04407091,Quotient Sciences,"June 30, 2020"
NCT04405349,Vaccibody AS,"July 1, 2020"
NCT04405349,Roche Pharma AG,"July 1, 2020"
NCT04401748,AbbVie,"September 16, 2020"
NCT04401748,"Genentech, Inc.","September 16, 2020"
NCT04399551,ViiV Healthcare,"September 28, 2020"
NCT04399551,Janssen Pharmaceuticals,"September 28, 2020"
NCT04398758,Infectopharm Arzneimittel GmbH,"July 22, 2020"
NCT04398758,Gesellschaft für Therapieforschung mbH,"July 22, 2020"
NCT04398524,ISA Pharmaceuticals,"November 1, 2020"
NCT04398524,Regeneron Pharmaceuticals,"November 1, 2020"
NCT04394351,Regeneron Pharmaceuticals,"September 1, 2020"
NCT04394351,Sanofi,"September 1, 2020"
NCT04389775,Sciwind Biosciences APAC CO Pty. Ltd.,"March 29, 2020"
NCT04389775,Novotech (Australia) Pty Limited,"March 29, 2020"
NCT04387461,"CG Oncology, Inc.","December 8, 2020"
NCT04387461,Merck Sharp & Dohme Corp.,"December 8, 2020"
NCT04387409,Vakzine Projekt Management GmbH,"May 25, 2020"
NCT04387409,FGK Clinical Research GmbH,"May 25, 2020"
NCT04383691,"Sumitomo Pharmaceutical (Suzhou) Co., Ltd.",June 2020
NCT04383691,Sunovion,June 2020
NCT04382066,PharmaMar,"May 12, 2020"
NCT04382066,Apices Soluciones S.L.,"May 12, 2020"
NCT04380805,Akeso,"July 15, 2020"
NCT04380805,Akesobio Australia Pty Ltd,"July 15, 2020"
NCT04376554,Spero Therapeutics,"February 10, 2020"
NCT04376554,Iqvia Pty Ltd,"February 10, 2020"
NCT04373083,Regeneron Pharmaceuticals,"November 15, 2020"
NCT04373083,Sanofi,"November 15, 2020"
NCT04370587,ImmVira Pharma Co. Ltd,"May 30, 2020"
NCT04370587,PPD,"May 30, 2020"
NCT04365218,AstraZeneca,"July 22, 2020"
NCT04365218,Parexel,"July 22, 2020"
NCT04364269,Vifor (International) Inc.,"June 11, 2020"
NCT04364269,Covance,"June 11, 2020"
NCT04364035,Aelix Therapeutics,"February 20, 2020"
NCT04364035,Gilead Sciences,"February 20, 2020"
NCT04363801,"Leap Therapeutics, Inc.","July 29, 2020"
NCT04363801,BeiGene,"July 29, 2020"
NCT04362410,AstraZeneca,"May 18, 2020"
NCT04362410,Amgen,"May 18, 2020"
NCT04362137,Novartis Pharmaceuticals,"May 2, 2020"
NCT04362137,Incyte Corporation,"May 2, 2020"
NCT04362137,Novartis,"May 2, 2020"
NCT04351685,Serum Institute of India Pvt. Ltd.,"June 10, 2020"
NCT04351685,Vakzine Projekt Management GmbH,"June 10, 2020"
NCT04351243,Kinevant Sciences GmbH,"April 12, 2020"
NCT04351243,"Roivant Sciences, Inc.","April 12, 2020"
NCT04349969,Akeso,"April 25, 2020"
NCT04349969,Akesobio Australia Pty Ltd,"April 25, 2020"
NCT04349553,Prokarium Ltd,"December 16, 2019"
NCT04349553,Simbec Research,"December 16, 2019"
NCT04349280,GlaxoSmithKline,"October 15, 2020"
NCT04349280,"Merck KGaA, Darmstadt, Germany","October 15, 2020"
NCT04345471,"Mochida Pharmaceutical Company, Ltd.","May 18, 2020"
NCT04345471,Pfizer,"May 18, 2020"
NCT04338061,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","July 2, 2020"
NCT04338061,"EMD Serono Research & Development Institute, Inc.","July 2, 2020"
NCT04338022,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany","June 12, 2020"
NCT04338022,"EMD Serono Research & Development Institute, Inc.","June 12, 2020"
NCT04334460,Blade Therapeutics,"May 4, 2020"
NCT04334460,Clinipace Worldwide,"May 4, 2020"
NCT04333160,Bone Therapeutics S.A,"March 10, 2020"
NCT04333160,Nordic Bioscience A/S,"March 10, 2020"
NCT04333147,GlaxoSmithKline,"May 12, 2020"
NCT04333147,Iqvia Pty Ltd,"May 12, 2020"
NCT04327765,"Alexza Pharmaceuticals, Inc.","March 10, 2020"
NCT04327765,Celerion,"March 10, 2020"
NCT04327388,Sanofi,"March 28, 2020"
NCT04327388,Regeneron Pharmaceuticals,"March 28, 2020"
NCT04326374,"Visen Pharmaceuticals (Shanghai) Co., Ltd.","December 30, 2019"
NCT04326374,Ascendis Pharma A/S,"December 30, 2019"
NCT04325035,Windtree Therapeutics,"September 28, 2020"
NCT04325035,"Momentum Research, Inc.","September 28, 2020"
NCT04314895,"NanOlogy, LLC",September 2020
NCT04314895,"US Biotest, Inc.",September 2020
NCT04310215,"Hyundai Bioland Co., Ltd.","March 4, 2020"
NCT04310215,Medipost Co Ltd.,"March 4, 2020"
NCT04309643,Concert Pharmaceuticals,"June 9, 2020"
NCT04309643,Celerion,"June 9, 2020"
NCT04307173,KoBioLabs,"August 14, 2020"
NCT04307173,Novotech (Australia) Pty Limited,"August 14, 2020"
NCT04306900,"Trishula Therapeutics, Inc.","March 30, 2020"
NCT04306900,AbbVie,"March 30, 2020"
NCT04296890,"ImmunoGen, Inc.","July 23, 2020"
NCT04296890,IQVIA Biotech,"July 23, 2020"
NCT04291105,"Vyriad, Inc.","April 24, 2020"
NCT04291105,Regeneron Pharmaceuticals,"April 24, 2020"
NCT04288089,H3 Biomedicine Inc.,"April 1, 2020"
NCT04288089,Eisai Inc.,"April 1, 2020"
NCT04276883,BioXcel Therapeutics Inc,"February 24, 2020"
NCT04276883,Cognitive Research Corporation,"February 24, 2020"
NCT04272333,Presage Biosciences,September 2020
NCT04272333,Celgene,September 2020
NCT04270747,Amgen,"June 22, 2020"
NCT04270747,Parexel,"June 22, 2020"
NCT04269031,AstraZeneca,"February 13, 2020"
NCT04269031,Parexel,"February 13, 2020"
NCT04268771,Dr. Reddy's Laboratories Limited,"April 8, 2020"
NCT04268771,PPD,"April 8, 2020"
NCT04268303,BioXcel Therapeutics Inc,"January 24, 2020"
NCT04268303,Cognitive Research Corporation,"January 24, 2020"
NCT04268069,"ORA, Inc.","February 14, 2020"
NCT04268069,Palatin Technologies,"February 14, 2020"
NCT04264806,"Janssen Research & Development, LLC","March 30, 2021"
NCT04264806,argenx,"March 30, 2021"
NCT04260126,PDS Biotechnology Corp.,"November 6, 2020"
NCT04260126,Merck Sharp & Dohme Corp.,"November 6, 2020"
NCT04258839,"Otsuka Pharmaceutical Development & Commercialization, Inc.","January 17, 2020"
NCT04258839,H. Lundbeck A/S,"January 17, 2020"
NCT04257617,"Zai Lab (Shanghai) Co., Ltd.","May 11, 2020"
NCT04257617,PPD,"May 11, 2020"
NCT04256629,AstraZeneca,"March 3, 2020"
NCT04256629,Parexel,"March 3, 2020"
NCT04250597,"GlycoNex, Inc.","July 29, 2020"
NCT04250597,"Linical Co., Ltd.","July 29, 2020"
NCT04246489,"EMD Serono Research & Development Institute, Inc.","March 30, 2020"
NCT04246489,"Merck KGaA, Darmstadt, Germany","March 30, 2020"
NCT04246489,EMD Serono,"March 30, 2020"
NCT04246177,Merck Sharp & Dohme Corp.,"May 22, 2020"
NCT04246177,Eisai Inc.,"May 22, 2020"
NCT04243434,Acrotech Biopharma LLC,"August 15, 2020"
NCT04243434,Axis Clinicals Limited,"August 15, 2020"
NCT04241549,Janssen Pharmaceutical K.K.,"March 25, 2020"
NCT04241549,argenx,"March 25, 2020"
NCT04241315,"On Target Laboratories, LLC","March 26, 2020"
NCT04241315,Clinipace Worldwide,"March 26, 2020"
NCT04239950,"Mochida Pharmaceutical Company, Ltd.","May 9, 2020"
NCT04239950,"Sumitomo Pharmaceutical (Suzhou) Co., Ltd.","May 9, 2020"
NCT04239014,AstraZeneca,"August 7, 2020"
NCT04239014,Parexel,"August 7, 2020"
NCT04238364,Elixiron Immunotherapeutics Inc.,"December 27, 2019"
NCT04238364,Parexel,"December 27, 2019"
NCT04238195,Spero Therapeutics,"January 19, 2020"
NCT04238195,Celerion,"January 19, 2020"
NCT04233476,RDO Pharm.,"October 12, 2019"
NCT04233476,"Beijing Pharbers Genesis Pharmaceutical Technology Co., Ltd.","October 12, 2019"
NCT04232345,AstraZeneca,"January 16, 2020"
NCT04232345,Parexel,"January 16, 2020"
NCT04231435,Celgene,"December 18, 2019"
NCT04231435,"Impact Biomedicines, Inc., a wholly owned subsidiary of Celgene Corporation","December 18, 2019"
NCT04230499,"Rapamycin Holdings, Inc. dba Emtora Biosciences",December 2020
NCT04230499,"Cancer Insight, LLC",December 2020
NCT04230499,Rapamycin Holdings Inc.,December 2020
NCT04225117,"Astellas Pharma Global Development, Inc.","March 9, 2020"
NCT04225117,Seagen Inc.,"March 9, 2020"
NCT04225117,Astellas Pharma Inc,"March 9, 2020"
NCT04223232,MedDay Pharmaceuticals SA,"December 10, 2019"
NCT04223232,Quotient Sciences,"December 10, 2019"
NCT04221828,"NanOlogy, LLC",October 2020
NCT04221828,"US Biotest, Inc.",October 2020
NCT04221152,Kobe University,"February 1, 2020"
NCT04221152,Boehringer Ingelheim,"February 1, 2020"
NCT04213807,"Anthos Therapeutics, Inc.","December 11, 2019"
NCT04213807,Covance,"December 11, 2019"
NCT04210388,AstraZeneca,"January 14, 2020"
NCT04210388,Parexel,"January 14, 2020"
NCT04209543,Estetra,"December 30, 2019"
NCT04209543,ICON Clinical Research,"December 30, 2019"
NCT04209114,Bristol-Myers Squibb,"February 5, 2020"
NCT04209114,Nektar Therapeutics,"February 5, 2020"
NCT04208620,AstraZeneca,"January 21, 2020"
NCT04208620,MedImmune LLC,"January 21, 2020"
NCT04207957,F2G Ltd.,"December 5, 2019"
NCT04207957,Covance,"December 5, 2019"
NCT04206657,"Kyowa Kirin Co., Ltd.","December 20, 2019"
NCT04206657,"Kyowa Hakko Kirin China Pharmaceutical Co., LTD.","December 20, 2019"
NCT04206488,"Janssen Research & Development, LLC","January 9, 2020"
NCT04206488,Bristol-Myers Squibb,"January 9, 2020"
NCT04206020,"Mitotech, SA","December 3, 2019"
NCT04206020,"ORA, Inc.","December 3, 2019"
NCT04205812,Incyte Corporation,"September 11, 2020"
NCT04205812,"Zai Lab (Shanghai) Co., Ltd.","September 11, 2020"
NCT04202679,Sanofi,"January 16, 2020"
NCT04202679,Regeneron Pharmaceuticals,"January 16, 2020"
NCT04200092,"Alexza Pharmaceuticals, Inc.","November 4, 2019"
NCT04200092,Celerion,"November 4, 2019"
NCT04199104,Merck Sharp & Dohme Corp.,"February 5, 2020"
NCT04199104,Eisai Inc.,"February 5, 2020"
NCT04199078,Procare Health Iberia S.L.,"September 25, 2019"
NCT04199078,Adknoma Health Research,"September 25, 2019"
NCT04198766,"Inhibrx, Inc.","December 10, 2019"
NCT04198766,Merck Sharp & Dohme Corp.,"December 10, 2019"
NCT04197349,H. Lundbeck A/S,"September 24, 2019"
NCT04197349,"Alder Biopharmaceuticals, Inc.","September 24, 2019"
NCT04196530,Birdie Biopharmaceuticals HK Limited,"November 21, 2019"
NCT04196530,Seven and Eight Biopharmaceuticals Inc,"November 21, 2019"
NCT04196283,AbbVie,"January 22, 2020"
NCT04196283,"Idera Pharmaceuticals, Inc.","January 22, 2020"
NCT04196101,Enanta Pharmaceuticals,"January 22, 2020"
NCT04196101,PPD,"January 22, 2020"
NCT04193527,GE Healthcare,July 2020
NCT04193527,PPD,July 2020
NCT04189614,AbbVie,"February 13, 2020"
NCT04189614,Pfizer,"February 13, 2020"
NCT04187456,AstraZeneca,"December 27, 2019"
NCT04187456,Parexel,"December 27, 2019"
NCT04187443,"Shenzhen MingSight Relin Pharmaceuticals Co., Ltd.","June 2, 2020"
NCT04187443,"Fountain Medical Development Co., Ltd.","June 2, 2020"
NCT04187443,MingSight Pharmaceuticals Pty Limited,"June 2, 2020"
NCT04186845,Blue Earth Diagnostics,"May 5, 2020"
NCT04186845,Parexel,"May 5, 2020"
NCT04186819,Blue Earth Diagnostics,"February 12, 2020"
NCT04186819,Parexel,"February 12, 2020"
NCT04184869,Acrotech Biopharma LLC,"August 5, 2019"
NCT04184869,Axis Clinicals Limited,"August 5, 2019"
NCT04183335,Sanofi,"December 12, 2019"
NCT04183335,Regeneron Pharmaceuticals,"December 12, 2019"
NCT04182373,"Kyowa Kirin Co., Ltd.","November 19, 2019"
NCT04182373,Japan Blood Products Organization,"November 19, 2019"
NCT04180488,Sanofi,"December 11, 2019"
NCT04180488,Regeneron Pharmaceuticals,"December 11, 2019"
NCT04179071,AstraZeneca,"December 13, 2019"
NCT04179071,Parexel,"December 13, 2019"
NCT04174365,"Otsuka Pharmaceutical Development & Commercialization, Inc.","October 30, 2019"
NCT04174365,H. Lundbeck A/S,"October 30, 2019"
NCT04171414,Celltrion,"September 9, 2019"
NCT04171414,PPD,"September 9, 2019"
NCT04170153,"EMD Serono Research & Development Institute, Inc.","December 20, 2019"
NCT04170153,"Merck KGaA, Darmstadt, Germany","December 20, 2019"
NCT04170153,EMD Serono,"December 20, 2019"
NCT04169347,"Criterium, Inc.","December 2, 2019"
NCT04169347,Amgen,"December 2, 2019"
NCT04167137,Synlogic,"November 1, 2019"
NCT04167137,IQVIA Biotech,"November 1, 2019"
NCT04166552,Emerald Health Pharmaceuticals Inc.,"June 11, 2020"
NCT04166552,Iqvia Pty Ltd,"June 11, 2020"
NCT04166058,Allergan,"November 19, 2019"
NCT04166058,"Ironwood Pharmaceuticals, Inc.","November 19, 2019"
NCT04159610,Dr. August Wolff GmbH & Co. KG Arzneimittel,"February 1, 2020"
NCT04159610,"Therapeutics, Inc.","February 1, 2020"
NCT04158687,Concert Pharmaceuticals,"November 26, 2019"
NCT04158687,Cognitive Research Corporation,"November 26, 2019"
NCT04157751,Boehringer Ingelheim,"May 18, 2020"
NCT04157751,Eli Lilly and Company,"May 18, 2020"
NCT04155814,Baxter Healthcare Corporation,"September 19, 2019"
NCT04155814,Quotient Sciences,"September 19, 2019"
NCT04155645,AstraZeneca,"November 21, 2019"
NCT04155645,Parexel,"November 21, 2019"
NCT04155125,PT Kalbe Genexine Biologics,"July 2, 2020"
NCT04155125,Novotech (Australia) Pty Limited,"July 2, 2020"
NCT04154943,Regeneron Pharmaceuticals,"March 20, 2020"
NCT04154943,Sanofi,"March 20, 2020"
NCT04154189,Eisai Inc.,"March 23, 2020"
NCT04154189,Merck Sharp & Dohme Corp.,"March 23, 2020"
NCT04152083,H. Lundbeck A/S,"November 4, 2019"
NCT04152083,"Alder Biopharmaceuticals, Inc.","November 4, 2019"
NCT04150887,"Janssen Research & Development, LLC","December 23, 2019"
NCT04150887,argenx,"December 23, 2019"
NCT04150107,"Oramed, Ltd.","October 17, 2019"
NCT04150107,Integrium,"October 17, 2019"
NCT04148937,Eli Lilly and Company,"January 16, 2020"
NCT04148937,Merck Sharp & Dohme Corp.,"January 16, 2020"
NCT04147923,Kaneka Americas Holding Inc.,"October 11, 2019"
NCT04147923,KGK Science Inc.,"October 11, 2019"
NCT04144140,Eisai Inc.,"March 19, 2020"
NCT04144140,H3 Biomedicine Inc.,"March 19, 2020"
NCT04143724,Celgene,"April 15, 2021"
NCT04143724,"Acceleron Pharma, Inc.","April 15, 2021"
NCT04142424,AstraZeneca,"October 28, 2019"
NCT04142424,Parexel,"October 28, 2019"
NCT04138888,Pharmtechnology LLC,"October 31, 2019"
NCT04138888,"Altasciences Company, Inc.","October 31, 2019"
NCT04138849,"Bridge Biotherapeutics, Inc.","October 1, 2019"
NCT04138849,"KCRN Research, LLC","October 1, 2019"
NCT04138836,"Bridge Biotherapeutics, Inc.","September 17, 2019"
NCT04138836,"KCRN Research, LLC","September 17, 2019"
NCT04136184,"Ionis Pharmaceuticals, Inc.","January 15, 2020"
NCT04136184,Akcea Therapeutics,"January 15, 2020"
NCT04136171,"Ionis Pharmaceuticals, Inc.","March 13, 2020"
NCT04136171,Akcea Therapeutics,"March 13, 2020"
NCT04134728,GlaxoSmithKline,"October 31, 2019"
NCT04134728,Iqvia Pty Ltd,"October 31, 2019"
NCT04133909,GlaxoSmithKline,"October 30, 2019"
NCT04133909,PPD,"October 30, 2019"
NCT04133116,Eli Lilly and Company,"October 29, 2019"
NCT04133116,Nektar Therapeutics,"October 29, 2019"
NCT04129619,"OrphoMed, Inc.","November 22, 2019"
NCT04129619,PPD,"November 22, 2019"
NCT04128696,GlaxoSmithKline,"November 21, 2019"
NCT04128696,Merck Sharp & Dohme Corp.,"November 21, 2019"
NCT04128579,Equillium,"October 1, 2019"
NCT04128579,Biocon Limited,"October 1, 2019"
NCT04126733,Bayer,"October 14, 2019"
NCT04126733,Bristol-Myers Squibb,"October 14, 2019"
NCT04126317,Regeneron Pharmaceuticals,"November 4, 2019"
